"orig_no","taxon_no","record_type","flags","taxon_rank","taxon_name","difference","accepted_no","accepted_rank","accepted_name","parent_no","reference_no","is_extant","n_occs"
"66065","66065","txn","","","Caudipteryx","","66065","genus","Caudipteryx","54546","4006","extinct","2"
"452765","452765","txn","","","Xingtianosaurus","","452765","genus","Xingtianosaurus","68394","80148","extinct","1"
"146461","146461","txn","","","Similicaudipteryx","","146461","genus","Similicaudipteryx","68394","29880","extinct","1"
"66067","66067","txn","","","Protarchaeopteryx","","66067","genus","Protarchaeopteryx","54546","19421","extinct","1"
"65843","65843","txn","I","","Saurexallopus","","65843","genus","Saurexallopus","54546","13511","extinct","7"
"65841","65841","txn","I","","Exallopus","replaced by","65843","genus","Saurexallopus","54546","13510","extinct","7"
"64890","64890","txn","","","Incisivosaurus","","64890","genus","Incisivosaurus","54546","12907","extinct","4"
"38615","38615","txn","","","Avimimus","","38615","genus","Avimimus","54546","59518","extinct","8"
"255763","255763","txn","F","","Montanoolithus","","255763","genus","Montanoolithus","255764","44377","extinct","4"
"319908","319908","txn","","","Yi","","319908","genus","Yi","137497","55193","extinct","1"
"424315","424315","txn","","","Ambopteryx","","424315","genus","Ambopteryx","137497","73365","extinct","1"
"162571","162571","txn","","","Scansoriopteryx","","162571","genus","Scansoriopteryx","137497","31891","extinct","1"
"173882","173882","txn","","","Xixiasaurus","","173882","genus","Xixiasaurus","54468","34521","extinct","1"
"372126","372126","txn","","","Daliansaurus","","372126","genus","Daliansaurus","54468","66071","extinct","1"
"68411","68411","txn","","","Koparion","nomen dubium","54468","family","Troodontidae","54468","15020","extinct","1"
"38570","38570","txn","","","Pectinodon","","38570","genus","Pectinodon","54468","12202","extinct","9"
"38618","38618","txn","","","Heptasteornis","nomen dubium","54468","family","Troodontidae","54468","14314","extinct","1"
"494700","494700","txn","","","Harenadraco","","494700","genus","Harenadraco","54468","88965","extinct","1"
"66619","66619","txn","","","Tochisaurus","","66619","genus","Tochisaurus","54468","13889","extinct","1"
"38571","38571","txn","","","Stenonychosaurus","","38571","genus","Stenonychosaurus","518011","12114","extinct","14"
"38572","38572","txn","","","Troodon","","38572","genus","Troodon","518011","13002","extinct","103"
"54469","54469","txn","","","Polyodontosaurus","subjective synonym of","38572","genus","Troodon","518011","14578","extinct","103"
"379273","379273","txn","","","Latenivenatrix","","379273","genus","Latenivenatrix","518011","67471","extinct","4"
"518010","518010","txn","","","Xenovenator","","518010","genus","Xenovenator","518011","94134","extinct","5"
"470379","470379","txn","","","Albertavenator","","470379","genus","Albertavenator","518011","84517","extinct","4"
"96667","96667","txn","","","Urbacodon","","96667","genus","Urbacodon","379275","23626","extinct","6"
"243255","243255","txn","","","Linhevenator","","243255","genus","Linhevenator","379275","42491","extinct","1"
"57019","57019","txn","","","Byronosaurus","","57019","genus","Byronosaurus","379275","9962","extinct","3"
"64790","64790","txn","","","Borogovia","","64790","genus","Borogovia","518014","10139","extinct","1"
"38573","38573","txn","","","Saurornithoides","","38573","genus","Saurornithoides","518014","13096","extinct","8"
"168437","168437","txn","","","Zanabazar","","168437","genus","Zanabazar","518014","32843","extinct","1"
"243378","243378","txn","","","Talos","","243378","genus","Talos","518014","42510","extinct","1"
"497493","497493","txn","","","Hypnovenator","","497493","genus","Hypnovenator","379275","89323","extinct","1"
"58888","58888","txn","","","Sinornithoides","","58888","genus","Sinornithoides","379275","12469","extinct","2"
"155058","155058","txn","","","Anchiornis","","155058","genus","Anchiornis","54468","35452","extinct","3"
"235253","235253","txn","","","Geminiraptor","","235253","genus","Geminiraptor","54468","41602","extinct","1"
"391227","391227","txn","","","Almas","","391227","genus","Almas","54468","69687","extinct","1"
"391222","391222","txn","","","Liaoningvenator","","391222","genus","Liaoningvenator","433872","69685","extinct","1"
"243344","243344","txn","","","Philovenator","","243344","genus","Philovenator","433872","42505","extinct","1"
"433861","433861","txn","","","Tamarro","","433861","genus","Tamarro","433872","75788","extinct","1"
"156161","156161","txn","","","Jinfengopteryx","","156161","genus","Jinfengopteryx","433872","51266","extinct","1"
"444045","444045","txn","","","Papiliovenator","","444045","genus","Papiliovenator","54468","78578","extinct","1"
"287652","287652","txn","","","Gobivenator","","287652","genus","Gobivenator","54468","49882","extinct","1"
"68249","68249","txn","","","Mei","","68249","genus","Mei","372128","14926","extinct","2"
"64888","64888","txn","","","Sinovenator","","64888","genus","Sinovenator","372128","12906","extinct","4"
"379315","379315","txn","","","Jianianhualong","","379315","genus","Jianianhualong","372128","67478","extinct","1"
"193133","193133","txn","","","Xiaotingia","","193133","genus","Xiaotingia","372128","36800","extinct","1"
"38617","38617","txn","","","Bradycneme","nomen dubium","54468","family","Troodontidae","54468","14314","extinct","1"
"84667","84667","txn","","","Sinusonasus","","84667","genus","Sinusonasus","54468","18463","extinct","1"
"65529","65529","txn","","","Archaeornithoides","","65529","genus","Archaeornithoides","54468","13265","extinct","1"
"391793","391793","txn","","","Hesperornithoides","","391793","genus","Hesperornithoides","54468","69710","extinct","1"
"180309","180309","txn","","","Pamparaptor","","180309","genus","Pamparaptor","57260","35568","extinct","1"
"170649","170649","txn","IF","","Menglongipus","","170649","genus","Menglongipus","110739","33411","extinct","2"
"170651","170651","txn","IF","","Dromaeosauripus","","170651","genus","Dromaeosauripus","110739","70691","extinct","7"
"110740","110740","txn","IF","","Dromaeopodus","","110740","genus","Dromaeopodus","110739","25681","extinct","4"
"387347","387347","txn","IF","","Paravipus","","387347","genus","Paravipus","57260","69060","extinct","1"
"68417","68417","txn","","","Achillobator","","68417","genus","Achillobator","143994","15022","extinct","1"
"53027","53027","txn","","","Adasaurus","","53027","genus","Adasaurus","143994","13907","extinct","1"
"54557","54557","txn","","","Utahraptor","","54557","genus","Utahraptor","143994","7471","extinct","4"
"413090","413090","txn","","","Dineobellator","","413090","genus","Dineobellator","54553","71950","extinct","1"
"38564","38564","txn","","","Velociraptor","","38564","genus","Velociraptor","54553","13096","extinct","19"
"283585","283585","txn","","","Acheroraptor","","283585","genus","Acheroraptor","54553","49049","extinct","3"
"90549","90549","txn","","","Tsaagan","","90549","genus","Tsaagan","54553","19381","extinct","1"
"185190","185190","txn","","","Linheraptor","","185190","genus","Linheraptor","54553","36118","extinct","1"
"444043","444043","txn","","","Kansaignathus","","444043","genus","Kansaignathus","54553","78577","extant","1"
"454784","454784","txn","","","Vectiraptor","","454784","genus","Vectiraptor","143994","81401","extinct","1"
"331109","331109","txn","","","Dakotaraptor","","331109","genus","Dakotaraptor","54552","56882","extinct","2"
"52959","52959","txn","","","Zapsalis","","52959","genus","Zapsalis","54552","7811","extinct","7"
"38626","38626","txn","","","Itemirus","","38626","genus","Itemirus","54552","13891","extinct","5"
"38566","38566","txn","","","Dromaeosaurus","","38566","genus","Dromaeosaurus","54552","13165","extinct","48"
"333797","333797","txn","","","Boreonykus","","333797","genus","Boreonykus","54552","57455","extinct","2"
"235251","235251","txn","","","Yurgovuchia","","235251","genus","Yurgovuchia","54552","41601","extinct","2"
"38562","38562","txn","","","Deinonychus","","38562","genus","Deinonychus","143994","13935","extinct","47"
"38567","38567","txn","","","Saurornitholestes","","38567","genus","Saurornitholestes","143992","17733","extinct","147"
"132125","132125","txn","","","Atrociraptor","","132125","genus","Atrociraptor","143992","31419","extinct","6"
"58873","58873","txn","","","Richardoestesia","","58873","genus","Richardoestesia","38561","11751","extinct","238"
"84298","84298","txn","","","Asiamericana","subjective synonym of","58873","genus","Richardoestesia","38561","16510","extinct","238"
"146456","146456","txn","","","Graciliraptor","","146456","genus","Graciliraptor","72105","29877","extinct","1"
"391290","391290","txn","","","Zhongjianosaurus","","391290","genus","Zhongjianosaurus","72105","69694","extinct","1"
"436454","436454","txn","IF","","Dromaeosauriformipes","","436454","genus","Dromaeosauriformipes","72105","76655","extinct","1"
"68238","68238","txn","","","Microraptor","","68238","genus","Microraptor","72105","14919","extinct","10"
"295502","295502","txn","","","Archaeoraptor","objective synonym of","68238","genus","Microraptor","72105","51254","extinct","10"
"169938","169938","txn","","","Cryptovolans","subjective synonym of","68238","genus","Microraptor","72105","33218","extinct","10"
"96499","96499","txn","","","Shanag","","96499","genus","Shanag","72105","23562","extinct","1"
"143266","143266","txn","","","Hesperonychus","","143266","genus","Hesperonychus","72105","29426","extinct","4"
"68204","68204","txn","","","Sinornithosaurus","","68204","genus","Sinornithosaurus","72105","14889","extinct","3"
"299732","299732","txn","","","Changyuraptor","","299732","genus","Changyuraptor","72105","51973","extinct","1"
"468707","468707","txn","","","Natovenator","","468707","genus","Natovenator","364102","83912","extinct","1"
"38563","38563","txn","","","Hulsanpes","","38563","genus","Hulsanpes","364102","10138","extinct","1"
"364103","364103","txn","","","Halszkaraptor","","364103","genus","Halszkaraptor","364102","64073","extinct","1"
"133918","133918","txn","","","Mahakala","","133918","genus","Mahakala","364102","28248","extinct","1"
"391297","391297","txn","","","Imperobator","","391297","genus","Imperobator","38561","69696","extinct","1"
"66532","66532","txn","","","Nuthetes","","66532","genus","Nuthetes","38561","13854","extinct","7"
"65133","65133","txn","","","Pyroraptor","","65133","genus","Pyroraptor","38561","13017","extinct","3"
"470203","470203","txn","","","Daurlong","","470203","genus","Daurlong","38561","84328","extinct","1"
"65135","65135","txn","","","Variraptor","","65135","genus","Variraptor","38561","7840","extinct","3"
"444041","444041","txn","","","Ypupiara","","444041","genus","Ypupiara","68206","78575","extinct","1"
"492469","492469","txn","","","Diuqin","","492469","genus","Diuqin","68206","88651","extinct","1"
"64132","64132","txn","","","Rahonavis","","64132","genus","Rahonavis","68206","12455","extinct","2"
"64130","64130","txn","","","Rahona","replaced by","64132","genus","Rahonavis","68206","12456","extinct","2"
"68201","68201","txn","","","Buitreraptor","","68201","genus","Buitreraptor","68206","14869","extinct","3"
"65421","65421","txn","","","Unenlagia","","65421","genus","Unenlagia","68206","13200","extinct","2"
"64530","64530","txn","","","Neuquenraptor","","64530","genus","Neuquenraptor","68206","12706","extinct","2"
"138547","138547","txn","","","Austroraptor","","138547","genus","Austroraptor","68206","28884","extinct","2"
"431993","431993","txn","","","Shri","","431993","genus","Shri","38561","75171","extinct","2"
"372130","372130","txn","","","Zhenyuanlong","","372130","genus","Zhenyuanlong","38561","66074","extinct","1"
"170642","170642","txn","","","Balaur","","170642","genus","Balaur","38561","33802","extinct","2"
"102839","102839","txn","IF","","Velociraptorichnus","","102839","genus","Velociraptorichnus","38561","76821","extinct","9"
"68419","68419","txn","","","Bambiraptor","","68419","genus","Bambiraptor","38561","15024","extinct","2"
"152529","152529","txn","","","Tianyuraptor","","152529","genus","Tianyuraptor","38561","30568","extinct","1"
"444049","444049","txn","","","Kuru","","444049","genus","Kuru","38561","78580","extinct","1"
"142706","142706","txn","","","Luanchuanraptor","","142706","genus","Luanchuanraptor","38561","29325","extinct","1"
"438217","438217","txn","","","Wulong","","438217","genus","Wulong","38561","77016","extinct","1"
"92201","92201","txn","","","Dromaeosauroides","","92201","genus","Dromaeosauroides","38561","19697","extinct","1"
"420731","420731","txn","","","Overoraptor","","420731","genus","Overoraptor","64113","72669","extinct","1"
"137496","137496","txn","","","Epidexipteryx","","137496","genus","Epidexipteryx","64113","28756","extinct","1"
"130179","130179","txn","","","Zhongornis","","130179","genus","Zhongornis","64113","27835","extinct","1"
"68184","68184","txn","","","Epidendrosaurus","","68184","genus","Epidendrosaurus","64113","7648","extinct","1"
"372484","372484","txn","","","Serikornis","","372484","genus","Serikornis","64113","66127","extinct","1"
"38565","38565","txn","","","Paronychodon","","38565","genus","Paronychodon","64113","15650","extinct","142"
"65027","65027","txn","","","Euronychodon","subjective synonym of","38565","genus","Paronychodon","64113","25628","extinct","142"
"52511","52511","txn","","","Tripriodon","subjective synonym of","38565","genus","Paronychodon","64113","9094","extinct","142"
"370057","370057","txn","","","Dolichopterus","","370057","genus","Dolichopterus","36616","40623","extinct","1"
"272004","272004","txn","","","Qianshanornis","","272004","genus","Qianshanornis","272005","47334","extinct","1"
"370055","370055","txn","","","Teracus","","370055","genus","Teracus","36616","40623","extinct","1"
"348418","348418","txn","IF","","Moguiornipes","","348418","genus","Moguiornipes","36616","69109","extinct","1"
"53259","53259","txn","I","","Yacoraitichnus","","53259","genus","Yacoraitichnus","36616","6049","extinct","2"
"428618","428618","txn","","","Erythrogonys","","428618","genus","Erythrogonys","36640","74303","extant","1"
"370797","370797","txn","","","Himantopodarum","","370797","genus","Himantopodarum","98956","65508","extinct","0"
"99154","99154","txn","","","Cladorhynchus","","99154","genus","Cladorhynchus","98958","24173","extant","1"
"342664","342664","txn","","","Fluviatilavis","","342664","genus","Fluviatilavis","39587","60627","extinct","1"
"336069","336069","txn","","","Himantopus","","336069","genus","Himantopus","39587","50405","extant","8"
"39588","39588","txn","","","Recurvirostra","","39588","genus","Recurvirostra","39587","12782","extant","12"
"429636","429636","txn","","","Kashinia","","429636","genus","Kashinia","39587","58139","extinct","1"
"428981","428981","txn","","","Tenuicrus","replaced by","429636","genus","Kashinia","39587","74396","extinct","1"
"402080","402080","txn","","","Dromas","","402080","genus","Dromas","39576","71102","extant","1"
"336447","336447","txn","","","Ocyplanus","","336447","genus","Ocyplanus","98938","58063","extinct","0"
"39346","39346","txn","","","Rhegminornis","","39346","genus","Rhegminornis","349766","75157","extinct","1"
"372512","372512","txn","","","Anarhynchus","","372512","genus","Anarhynchus","39584","65172","extant","2"
"414872","414872","txn","","","Squatarola","","414872","genus","Squatarola","370799","31036","extinct","0"
"99476","99476","txn","","","Jiliniornis","","99476","genus","Jiliniornis","39584","24177","extinct","1"
"83474","83474","txn","","","Pluvialis","","83474","genus","Pluvialis","39584","18140","extant","51"
"124209","124209","txn","","","Charadrius","","124209","genus","Charadrius","39584","12782","extant","43"
"369156","369156","txn","","","Eupoda","subjective synonym of","124209","genus","Charadrius","39584","65172","extant","43"
"369562","369562","txn","","","Oxyechus","subjective synonym of","124209","genus","Charadrius","39584","65172","extant","43"
"371822","371822","txn","","","Aegialitis","subjective synonym of","124209","genus","Charadrius","39584","65172","extant","43"
"369502","369502","txn","","","Eudromias","subjective synonym of","124209","genus","Charadrius","39584","65172","extant","43"
"289786","289786","txn","","","Belonopterus","","289786","genus","Belonopterus","289783","50354","extant","1"
"370800","370800","txn","","","Lobivanellus","","370800","genus","Lobivanellus","289783","65508","extinct","0"
"289784","289784","txn","","","Viator","","289784","genus","Viator","289783","50354","extinct","1"
"369396","369396","txn","","","Oreopholus","","369396","genus","Oreopholus","39584","65172","extant","2"
"290129","290129","txn","","","Dorypaltus","","290129","genus","Dorypaltus","39584","50473","extinct","2"
"335159","335159","txn","","","Pseudosterna","","335159","genus","Pseudosterna","39584","57748","extinct","0"
"359398","359398","txn","","","Vanellus","","359398","genus","Vanellus","39584","29875","extant","8"
"333968","333968","txn","","","Hakawai","","333968","genus","Hakawai","333970","57491","extinct","7"
"430259","430259","txn","","","Scolopacimilis","","430259","genus","Scolopacimilis","333970","74713","extinct","1"
"369356","369356","txn","","","Lymnocryptes","","369356","genus","Lymnocryptes","39581","65172","extant","3"
"289791","289791","txn","","","Nuntius","","289791","genus","Nuntius","39581","50354","extinct","1"
"39583","39583","txn","","","Totanus","","39583","genus","Totanus","39581","4783","extant","1"
"83479","83479","txn","","","Gallinago","","83479","genus","Gallinago","39581","18140","extant","64"
"83478","83478","txn","","","Capella","subjective synonym of","83479","genus","Gallinago","39581","18140","extant","64"
"39582","39582","txn","","","Paractitis","","39582","genus","Paractitis","39581","4783","extinct","1"
"36647","36647","txn","","","Phalaropus","","36647","genus","Phalaropus","39581","6930","extant","28"
"369095","369095","txn","","","Lobipes","subjective synonym of","36647","genus","Phalaropus","39581","65172","extant","28"
"289793","289793","txn","","","Steganopus","subjective synonym of","36647","genus","Phalaropus","39581","50354","extant","28"
"276256","276256","txn","","","Tryngites","","276256","genus","Tryngites","39581","38584","extant","0"
"83484","83484","txn","","","Calidris","","83484","genus","Calidris","39581","18140","extant","67"
"129796","129796","txn","","","Erolia","subjective synonym of","83484","genus","Calidris","39581","27720","extant","67"
"290671","290671","txn","","","Ereunetes","subjective synonym of","83484","genus","Calidris","39581","50551","extant","67"
"289789","289789","txn","","","Micropalama","subjective synonym of","83484","genus","Calidris","39581","50354","extant","67"
"370415","370415","txn","","","Philomachus","subjective synonym of","83484","genus","Calidris","39581","65172","extant","67"
"370413","370413","txn","","","Limicola","subjective synonym of","83484","genus","Calidris","39581","65172","extant","67"
"428983","428983","txn","","","Villetus","","428983","genus","Villetus","39581","74396","extinct","2"
"210450","210450","txn","","","Limosa","","210450","genus","Limosa","39581","38945","extant","32"
"99152","99152","txn","","","Heteroscelus","","99152","genus","Heteroscelus","39581","24173","extant","1"
"105634","105634","txn","","","Bartramia","","105634","genus","Bartramia","39581","25093","extant","6"
"289525","289525","txn","","","Limnodromus","","289525","genus","Limnodromus","39581","50310","extant","18"
"129787","129787","txn","","","Philohela","","129787","genus","Philohela","39581","27720","extant","0"
"83476","83476","txn","","","Numenius","","83476","genus","Numenius","39581","18140","extant","70"
"430264","430264","txn","","","Parvelorius","","430264","genus","Parvelorius","39581","74713","extinct","2"
"371109","371109","txn","","","Prosobonia","","371109","genus","Prosobonia","39581","65172","extant","7"
"336070","336070","txn","","","Actitis","","336070","genus","Actitis","39581","50405","extant","10"
"370817","370817","txn","","","Elorius","","370817","genus","Elorius","39581","65508","extinct","2"
"373085","373085","txn","","","Xenus","","373085","genus","Xenus","39581","65172","extant","2"
"83482","83482","txn","","","Tringa","","83482","genus","Tringa","39581","12782","extant","75"
"368744","368744","txn","","","Symphemia","subjective synonym of","83482","genus","Tringa","39581","65172","extant","75"
"129793","129793","txn","","","Catoptrophorus","subjective synonym of","83482","genus","Tringa","39581","27720","extant","75"
"231945","231945","txn","","","Totanus","subjective synonym of","83482","genus","Tringa","39581","41180","extant","75"
"486318","486318","txn","","","Macrorhamphus","","486318","genus","Macrorhamphus","370810","24920","extant","0"
"186394","186394","txn","","","Arenaria","","186394","genus","Arenaria","39581","36280","extant","13"
"368541","368541","txn","","","Strepsilas","objective synonym of","186394","genus","Arenaria","39581","65172","extant","13"
"129788","129788","txn","","","Scolopax","","129788","genus","Scolopax","39581","27720","extant","43"
"143803","143803","txn","","","Coenocorypha","","143803","genus","Coenocorypha","39581","29521","extant","30"
"335122","335122","txn","","","Limicolavis","","335122","genus","Limicolavis","222589","57738","extinct","1"
"432674","432674","txn","","","Palnumenius","","432674","genus","Palnumenius","222589","93204","extinct","1"
"486320","486320","txn","","","Pelidna","","486320","genus","Pelidna","222589","24920","extant","0"
"428624","428624","txn","","","Peltohyas","","428624","genus","Peltohyas","36640","74303","extant","2"
"81014","81014","txn","I","","Sarjeantopodus","","81014","genus","Sarjeantopodus","36640","17313","extinct","1"
"372778","372778","txn","","","Chionis","","372778","genus","Chionis","372779","65172","extant","2"
"372780","372780","txn","","","Vaginalis","subjective synonym of","372778","genus","Chionis","372779","65172","extant","2"
"39586","39586","txn","","","Haematopus","","39586","genus","Haematopus","39585","12782","extant","16"
"83470","83470","txn","","","Palostralegus","subjective synonym of","39586","genus","Haematopus","39585","38945","extant","16"
"99153","99153","txn","","","Ibidorhynchus","","99153","genus","Ibidorhynchus","98954","24173","extant","0"
"36643","36643","txn","","","Laornis","","36643","genus","Laornis","39571","29790","extinct","1"
"36645","36645","txn","","","Palaeotringa","","36645","genus","Palaeotringa","39571","29790","extinct","3"
"428519","428519","txn","","","Attagis","","428519","genus","Attagis","39577","74303","extant","1"
"289795","289795","txn","","","Thinocorus","","289795","genus","Thinocorus","39577","50354","extant","5"
"264080","264080","txn","","","Divisulcus","","264080","genus","Divisulcus","206162","46003","extinct","2"
"39607","39607","txn","","","Alcodes","nomen dubium","206162","unranked clade","Panalcidae","206162","38669","extinct","0"
"106040","106040","txn","","","Turnipax","","106040","genus","Turnipax","39347","74715","extinct","2"
"430270","430270","txn","","","Cerestenia","","430270","genus","Cerestenia","39347","74715","extinct","1"
"428612","428612","txn","","","Ortyxelos","","428612","genus","Ortyxelos","39347","74303","extant","1"
"39348","39348","txn","","","Turnix","","39348","genus","Turnix","39347","4783","extant","24"
"369375","369375","txn","","","Hemipodius","subjective synonym of","39348","genus","Turnix","39347","65172","extant","24"
"428620","428620","txn","","","Thinornis","","428620","genus","Thinornis","36640","74303","extant","1"
"134708","134708","txn","","","Ceramornis","","134708","genus","Ceramornis","39572","33900","extinct","1"
"54249","54249","txn","","","Cimolopteryx","","54249","genus","Cimolopteryx","39572","9096","extinct","6"
"310826","310826","txn","","","Lamarqueavis","","310826","genus","Lamarqueavis","39572","53784","extinct","3"
"39574","39574","txn","","","Dakotornis","","39574","genus","Dakotornis","39573","37642","extinct","1"
"36642","36642","txn","","","Graculavus","","36642","genus","Graculavus","36640","34551","extinct","3"
"36648","36648","txn","","","Stercorarius","","36648","genus","Stercorarius","39602","6930","extant","25"
"83383","83383","txn","","","Lestris","subjective synonym of","36648","genus","Stercorarius","39602","18140","extant","25"
"83382","83382","txn","","","Catharacta","subjective synonym of","36648","genus","Stercorarius","39602","18140","extant","25"
"276244","276244","txn","","","Larosterna","","276244","genus","Larosterna","39603","38584","extant","2"
"276245","276245","txn","","","Phaetusa","","276245","genus","Phaetusa","98965","38584","extant","1"
"39604","39604","txn","","","Gaviota","","39604","genus","Gaviota","39603","4783","extinct","0"
"400753","400753","txn","","","Feducciavis","","400753","genus","Feducciavis","400752","71212","extinct","2"
"186396","186396","txn","","","Anous","","186396","genus","Anous","39603","36280","extant","107"
"371107","371107","txn","","","Procelsterna","subjective synonym of","186396","genus","Anous","39603","65172","extant","107"
"145780","145780","txn","","","Rissa","","145780","genus","Rissa","39603","29740","extant","16"
"368003","368003","txn","","","Gelochelidon","","368003","genus","Gelochelidon","39603","65172","extant","2"
"276252","276252","txn","","","Rhodostethia","","276252","genus","Rhodostethia","39603","38584","extant","1"
"276251","276251","txn","","","Creagrus","","276251","genus","Creagrus","39603","38584","extant","1"
"368005","368005","txn","","","Onychoprion","","368005","genus","Onychoprion","39603","65172","extant","25"
"276247","276247","txn","","","Gygis","","276247","genus","Gygis","39603","38584","extant","55"
"83370","83370","txn","","","Sterna","","83370","genus","Sterna","39603","12782","extant","26"
"368007","368007","txn","","","Thalasseus","","368007","genus","Thalasseus","39603","65172","extant","9"
"276249","276249","txn","","","Pagophila","","276249","genus","Pagophila","39603","38584","extant","3"
"370824","370824","txn","","","Limosavis","","370824","genus","Limosavis","39603","65508","extinct","0"
"428881","428881","txn","","","Blasipus","","428881","genus","Blasipus","428879","74385","extant","0"
"372519","372519","txn","","","Hydroprogne","","372519","genus","Hydroprogne","39603","65172","extant","2"
"367995","367995","txn","","","Chroicocephalus","","367995","genus","Chroicocephalus","39603","65172","extant","15"
"276242","276242","txn","","","Chlidonias","","276242","genus","Chlidonias","39603","38584","extant","7"
"335558","335558","txn","","","Hydrochelidon","subjective synonym of","276242","genus","Chlidonias","39603","57864","extant","7"
"367999","367999","txn","","","Leucophaeus","","367999","genus","Leucophaeus","39603","65172","extant","3"
"276250","276250","txn","","","Xema","","276250","genus","Xema","39603","38584","extant","3"
"368001","368001","txn","","","Hydrocoloeus","","368001","genus","Hydrocoloeus","39603","65172","extant","3"
"276248","276248","txn","","","Rynchops","","276248","genus","Rynchops","367951","38584","extant","1"
"36644","36644","txn","","","Larus","","36644","genus","Larus","39603","12782","extant","155"
"428885","428885","txn","","","Laroides","subjective synonym of","36644","genus","Larus","39603","74385","extant","155"
"276246","276246","txn","","","Sternula","","276246","genus","Sternula","39603","38584","extant","2"
"39596","39596","txn","","","Glareola","","39596","genus","Glareola","39595","4783","extant","2"
"429911","429911","txn","","","Precursor","","429911","genus","Precursor","39595","74648","extinct","5"
"39597","39597","txn","","","Mioglareola","","39597","genus","Mioglareola","39595","4783","extinct","0"
"430261","430261","txn","","","Becassius","","430261","genus","Becassius","39595","74713","extinct","2"
"276254","276254","txn","","","Cursorius","","276254","genus","Cursorius","39595","38584","extant","1"
"135597","135597","txn","","","Boutersemia","","135597","genus","Boutersemia","39595","28428","extinct","3"
"39598","39598","txn","","","Paractiornis","","39598","genus","Paractiornis","39595","25082","extinct","1"
"276253","276253","txn","","","Stiltia","","276253","genus","Stiltia","39595","38584","extant","1"
"367958","367958","txn","","","Sternalara","","367958","genus","Sternalara","367948","13375","extinct","2"
"367950","367950","txn","","","Laricola","","367950","genus","Laricola","367948","13375","extinct","7"
"428466","428466","txn","","","Nycticryphes","","428466","genus","Nycticryphes","39575","74303","extant","1"
"401183","401183","txn","","","Rostratula","","401183","genus","Rostratula","39575","71102","extant","1"
"276257","276257","txn","","","Hydrophasianus","","276257","genus","Hydrophasianus","36640","38584","extant","1"
"391626","391626","txn","","","Cherevychnavis","","391626","genus","Cherevychnavis","171016","61690","extinct","1"
"400646","400646","txn","","","Ibidorhyncha","","400646","genus","Ibidorhyncha","400379","71102","extant","1"
"345791","345791","txn","","","Chionoides","","345791","genus","Chionoides","345788","60030","extinct","1"
"345789","345789","txn","","","Neilus","","345789","genus","Neilus","345788","60030","extinct","4"
"369373","369373","txn","","","Pedionomus","","369373","genus","Pedionomus","39578","65172","extant","4"
"430856","430856","txn","","","Oligonomus","","430856","genus","Oligonomus","39578","74750","extinct","1"
"428472","428472","txn","","","Irediparra","","428472","genus","Irediparra","39579","74303","extant","2"
"39580","39580","txn","","","Jacana","","39580","genus","Jacana","39579","4783","extant","4"
"206590","206590","txn","","","Janipes","","206590","genus","Janipes","39579","38655","extinct","1"
"428470","428470","txn","","","Actophilornis","","428470","genus","Actophilornis","39579","74303","extant","1"
"428468","428468","txn","","","Microparra","","428468","genus","Microparra","39579","74303","extant","1"
"135355","135355","txn","","","Nupharanassa","","135355","genus","Nupharanassa","39579","38655","extinct","2"
"428516","428516","txn","","","Metopidius","","428516","genus","Metopidius","39579","74303","extant","1"
"428616","428616","txn","","","Pluvianellus","","428616","genus","Pluvianellus","36640","74303","extant","1"
"36649","36649","txn","","","Telmatornis","","36649","genus","Telmatornis","36640","29790","extinct","7"
"141039","141039","txn","","","Volgavis","","141039","genus","Volgavis","36640","38130","extinct","1"
"428622","428622","txn","","","Elseyornis","","428622","genus","Elseyornis","36640","74303","extant","1"
"276255","276255","txn","","","Rhinoptilus","","276255","genus","Rhinoptilus","36640","38584","extant","1"
"428626","428626","txn","","","Phegornis","","428626","genus","Phegornis","36640","74303","extant","1"
"369447","369447","txn","","","Esacus","","369447","genus","Esacus","39561","65172","extant","2"
"39562","39562","txn","","","Burhinus","","39562","genus","Burhinus","39561","18770","extant","12"
"369105","369105","txn","","","Oedicnemus","subjective synonym of","39562","genus","Burhinus","39561","65172","extant","12"
"414678","414678","txn","","","Pluvianus","","414678","genus","Pluvianus","400378","65172","extant","1"
"495434","495434","txn","","","Charadriisimilis","","495434","genus","Charadriisimilis","36640","89139","extinct","1"
"39614","39614","txn","","","Fratercula","","39614","genus","Fratercula","39605","4783","extant","42"
"39618","39618","txn","","","Praemancalla","nomen dubium","145756","subfamily","Mancallinae","145756","38666","extinct","2"
"206165","206165","txn","","","Miomancalla","","206165","genus","Miomancalla","145756","38584","extinct","4"
"39608","39608","txn","","","Alle","","39608","genus","Alle","83396","4783","extant","23"
"67706","67706","txn","","","Synthliboramphus","","67706","genus","Synthliboramphus","83396","14452","extant","41"
"39613","39613","txn","","","Endomychura","subjective synonym of","67706","genus","Synthliboramphus","83396","4783","extant","41"
"83399","83399","txn","","","Uria","","83399","genus","Uria","83396","18140","extant","82"
"39617","39617","txn","","","Pinguinus","","39617","genus","Pinguinus","83396","4783","extinct","127"
"39615","39615","txn","","","Mancalla","","39615","genus","Mancalla","83396","38586","extinct","32"
"206170","206170","txn","","","Pliolunda","subjective synonym of","39615","genus","Mancalla","83396","38665","extinct","32"
"39612","39612","txn","","","Cerorhinca","","39612","genus","Cerorhinca","83396","4783","extant","16"
